Homogenous,Core _Shell
0.000171433,0.003606192
0.000177274,0.003640019
0.000183246,0.003673592
0.000189352,0.003706902
0.000195592,0.003739944
0.000201968,0.003772708
0.000208481,0.003805188
0.000215132,0.003837378
0.000221924,0.003869269
0.000228856,0.003900855
0.000235932,0.00393213
0.000243151,0.003963087
0.000250515,0.003993721
0.000258026,0.004024026
0.000265684,0.004053996
0.000273492,0.004083624
0.00028145,0.004112908
0.000289559,0.00414184
0.00029782,0.004170416
0.000306236,0.004198633
0.000314807,0.004226484
0.000323533,0.004253967
0.000332417,0.004281077
0.000341459,0.00430781
0.000350661,0.004334163
0.000360023,0.004360133
0.000369546,0.004385715
0.000379232,0.004410909
0.000389082,0.00443571
0.000399095,0.004460116
0.000409275,0.004484125
0.00041962,0.004507735
0.000430132,0.004530944
0.000440813,0.00455375
0.000451661,0.004576152
0.00046268,0.004598148
0.000473868,0.004619737
0.000485228,0.004640919
0.000496759,0.004661693
0.000508462,0.004682058
0.000520338,0.004702014
0.000532387,0.00472156
0.00054461,0.004740697
0.000557008,0.004759425
0.00056958,0.004777745
0.000582327,0.004795656
0.00059525,0.004813159
0.000608349,0.004830256
0.000621623,0.004846946
0.000635074,0.004863233
0.000648701,0.004879116
0.000662505,0.004894597
0.000676486,0.004909678
0.000690643,0.00492436
0.000704977,0.004938646
0.000719487,0.004952537
0.000734173,0.004966035
0.000749036,0.004979143
0.000764075,0.004991863
0.00077929,0.005004198
0.000794679,0.00501615
0.000810244,0.005027722
0.000825983,0.005038916
0.000841896,0.005049736
0.000857983,0.005060184
0.000874242,0.005070264
0.000890673,0.005079978
0.000907275,0.005089331
0.000924048,0.005098325
0.00094099,0.005106964
0.0009581,0.005115251
0.000975379,0.00512319
0.000992823,0.005130784
0.001010433,0.005138037
0.001028207,0.005144954
0.001046143,0.005151537
0.001064241,0.00515779
0.001082499,0.005163718
0.001100915,0.005169324
0.001119489,0.005174613
0.001138217,0.005179588
0.001157099,0.005184254
0.001176133,0.005188614
0.001195317,0.005192674
0.001214649,0.005196436
0.001234127,0.005199905
0.001253749,0.005203085
0.001273513,0.005205981
0.001293416,0.005208597
0.001313457,0.005210937
0.001333633,0.005213005
0.001353942,0.005214806
0.001374381,0.005216345
0.001394947,0.005217624
0.001415639,0.005218649
0.001436452,0.005219424
0.001457386,0.005219953
0.001478436,0.00522024
0.0014996,0.005220291
0.001520875,0.005220108
0.001542258,0.005219697
0.001563746,0.005219062
0.001585336,0.005218207
0.001607024,0.005217136
0.001628807,0.005215853
0.001650682,0.005214363
0.001672645,0.00521267
0.001694693,0.005210778
0.001716823,0.005208692
0.001739031,0.005206414
0.001761313,0.005203951
0.001783666,0.005201305
0.001806085,0.00519848
0.001828568,0.005195482
0.00185111,0.005192313
0.001873707,0.005188978
0.001896356,0.005185481
0.001919052,0.005181825
0.001941791,0.005178015
0.00196457,0.005174054
0.001987385,0.005169947
0.00201023,0.005165697
0.002033103,0.005161307
0.002055998,0.005156782
0.002078912,0.005152126
0.002101841,0.005147341
0.002124779,0.005142432
0.002147723,0.005137402
0.002170669,0.005132254
0.002193612,0.005126993
0.002216548,0.005121622
0.002239472,0.005116143
0.00226238,0.005110561
0.002285267,0.005104879
0.00230813,0.0050991
0.002330964,0.005093227
0.002353765,0.005087264
0.002376527,0.005081214
0.002399247,0.00507508
0.00242192,0.005068865
0.002444543,0.005062572
0.002467109,0.005056204
0.002489616,0.005049765
0.002512059,0.005043256
0.002534434,0.005036682
0.002556736,0.005030044
0.00257896,0.005023346
0.002601104,0.005016591
0.002623162,0.00500978
0.00264513,0.005002917
0.002667005,0.004996005
0.002688782,0.004989046
0.002710457,0.004982043
0.002732026,0.004974997
0.002753485,0.004967913
0.002774831,0.004960791
0.002796058,0.004953635
0.002817165,0.004946446
0.002838145,0.004939227
0.002858997,0.004931981
0.002879717,0.004924709
0.0029003,0.004917414
0.002920743,0.004910098
0.002941043,0.004902763
0.002961196,0.00489541
0.002981199,0.004888043
0.003001049,0.004880663
0.003020743,0.004873271
0.003040277,0.00486587
0.003059648,0.004858461
0.003078854,0.004851047
0.003097891,0.004843629
0.003116757,0.004836209
0.003135449,0.004828788
0.003153964,0.004821369
0.003172299,0.004813952
0.003190453,0.004806539
0.003208423,0.004799132
0.003226206,0.004791733
0.0032438,0.004784342
0.003261204,0.004776961
0.003278414,0.004769592
0.003295429,0.004762235
0.003312248,0.004754892
0.003328867,0.004747565
0.003345287,0.004740254
0.003361504,0.004732961
0.003377517,0.004725686
0.003393325,0.004718432
0.003408927,0.004711198
0.003424321,0.004703986
0.003439506,0.004696797
0.00345448,0.004689632
0.003469244,0.004682491
0.003483795,0.004675377
0.003498134,0.004668288
0.003512258,0.004661227
0.003526169,0.004654194
0.003539864,0.00464719
0.003553343,0.004640215
0.003566607,0.00463327
0.003579654,0.004626356
0.003592484,0.004619473
0.003605097,0.004612623
0.003617494,0.004605804
0.003629673,0.004599019
0.003641635,0.004592267
0.00365338,0.004585549
0.003664908,0.004578865
0.003676219,0.004572215
0.003687315,0.004565601
0.003698194,0.004559022
0.003708858,0.004552478
0.003719307,0.00454597
0.003729541,0.004539499
0.003739562,0.004533063
0.003749369,0.004526664
0.003758964,0.004520302
0.003768348,0.004513976
0.003777521,0.004507687
0.003786484,0.004501435
0.003795239,0.004495219
0.003803786,0.004489041
0.003812127,0.004482899
0.003820262,0.004476795
0.003828192,0.004470727
0.00383592,0.004464696
0.003843446,0.004458701
0.003850772,0.004452743
0.003857898,0.004446821
0.003864827,0.004440935
0.00387156,0.004435085
0.003878098,0.004429271
0.003884443,0.004423493
0.003890596,0.00441775
0.003896559,0.004412042
0.003902334,0.004406368
0.003907922,0.004400729
0.003913325,0.004395124
0.003918545,0.004389553
0.003923583,0.004384015
0.003928441,0.00437851
0.003933121,0.004373037
0.003937625,0.004367597
0.003941955,0.004362189
0.003946111,0.004356812
0.003950098,0.004351466
0.003953915,0.004346151
0.003957566,0.004340865
0.003961051,0.004335609
0.003964374,0.004330382
0.003967535,0.004325184
0.003970538,0.004320013
0.003973383,0.00431487
0.003976073,0.004309754
0.00397861,0.004304665
0.003980995,0.004299601
0.003983232,0.004294563
0.003985322,0.00428955
0.003987266,0.00428456
0.003989067,0.004279595
0.003990728,0.004274652
0.003992249,0.004269732
0.003993633,0.004264834
0.003994883,0.004259957
0.003995999,0.0042551
0.003996985,0.004250264
0.003997842,0.004245448
0.003998572,0.00424065
0.003999178,0.004235871
0.003999661,0.004231109
0.004000023,0.004226364
0.004000267,0.004221636
0.004000394,0.004216924
0.004000407,0.004212228
0.004000307,0.004207545
0.004000096,0.004202877
0.003999777,0.004198223
0.003999352,0.004193581
0.003998822,0.004188952
0.00399819,0.004184335
0.003997457,0.004179728
0.003996625,0.004175133
0.003995697,0.004170547
0.003994674,0.00416597
0.003993559,0.004161403
0.003992353,0.004156844
0.003991057,0.004152293
0.003989675,0.004147748
0.003988208,0.004143211
0.003986658,0.00413868
0.003985026,0.004134154
0.003983315,0.004129633
0.003981526,0.004125117
0.003979661,0.004120605
0.003977723,0.004116097
0.003975712,0.004111592
0.003973631,0.004107089
0.003971481,0.004102588
0.003969265,0.00409809
0.003966983,0.004093592
0.003964638,0.004089095
0.003962231,0.004084599
0.003959765,0.004080102
0.00395724,0.004075605
0.003954659,0.004071107
0.003952022,0.004066608
0.003949332,0.004062108
0.003946591,0.004057605
0.003943799,0.0040531
0.003940959,0.004048592
0.003938072,0.004044081
0.003935139,0.004039567
0.003932162,0.004035049
0.003929143,0.004030526
0.003926083,0.004026
0.003922983,0.004021469
0.003919846,0.004016933
0.003916671,0.004012392
0.003913462,0.004007846
0.003910218,0.004003294
0.003906942,0.003998736
0.003903635,0.003994172
0.003900297,0.003989602
0.003896932,0.003985026
0.003893538,0.003980442
0.003890119,0.003975852
0.003886675,0.003971255
0.003883207,0.003966651
0.003879717,0.003962039
0.003876206,0.003957421
0.003872674,0.003952794
0.003869123,0.00394816
0.003865554,0.003943519
0.003861968,0.003938869
0.003858367,0.003934212
0.00385475,0.003929546
0.00385112,0.003924873
0.003847477,0.003920192
0.003843821,0.003915502
0.003840155,0.003910805
0.003836479,0.003906099
0.003832793,0.003901386
0.003829099,0.003896664
0.003825397,0.003891934
0.003821689,0.003887196
0.003817974,0.00388245
0.003814255,0.003877696
0.00381053,0.003872934
0.003806802,0.003868164
0.003803071,0.003863387
0.003799337,0.003858601
0.003795601,0.003853809
0.003791865,0.003849008
0.003788127,0.0038442
0.003784389,0.003839385
0.003780652,0.003834562
0.003776916,0.003829733
0.003773181,0.003824896
0.003769448,0.003820053
0.003765717,0.003815203
0.003761989,0.003810347
0.003758264,0.003805484
0.003754543,0.003800615
0.003750826,0.00379574
0.003747112,0.003790859
0.003743404,0.003785972
0.0037397,0.00378108
0.003736001,0.003776182
0.003732307,0.00377128
0.003728618,0.003766373
0.003724936,0.003761461
0.003721259,0.003756544
0.003717588,0.003751623
0.003713923,0.003746698
0.003710265,0.00374177
0.003706613,0.003736838
0.003702967,0.003731902
0.003699328,0.003726964
0.003695695,0.003722022
0.003692068,0.003717078
0.003688448,0.003712132
0.003684835,0.003707183
0.003681228,0.003702233
0.003677627,0.003697281
0.003674033,0.003692327
0.003670445,0.003687373
0.003666863,0.003682417
0.003663287,0.003677461
0.003659716,0.003672505
0.003656152,0.003667548
0.003652593,0.003662592
0.00364904,0.003657636
0.003645491,0.003652681
0.003641948,0.003647727
0.003638409,0.003642775
0.003634875,0.003637823
0.003631345,0.003632874
0.003627819,0.003627927
0.003624297,0.003622982
0.003620779,0.003618039
0.003617264,0.0036131
0.003613752,0.003608163
0.003610242,0.00360323
0.003606735,0.003598301
0.00360323,0.003593375
0.003599726,0.003588454
0.003596225,0.003583537
0.003592724,0.003578625
0.003589224,0.003573718
0.003585724,0.003568816
0.003582224,0.003563919
0.003578724,0.003559028
0.003575224,0.003554143
0.003571723,0.003549264
0.00356822,0.003544392
0.003564715,0.003539527
0.003561209,0.003534668
0.0035577,0.003529816
0.003554188,0.003524972
0.003550673,0.003520136
0.003547155,0.003515307
0.003543633,0.003510486
0.003540107,0.003505674
0.003536576,0.00350087
0.00353304,0.003496075
0.003529499,0.003491289
0.003525952,0.003486511
0.003522399,0.003481744
0.00351884,0.003476985
0.003515274,0.003472237
0.003511702,0.003467498
0.003508122,0.003462769
0.003504534,0.003458051
0.003500938,0.003453343
0.003497334,0.003448645
0.003493721,0.003443959
0.0034901,0.003439283
0.003486469,0.003434619
0.003482829,0.003429965
0.003479179,0.003425323
0.003475519,0.003420693
0.003471848,0.003416074
0.003468167,0.003411467
0.003464475,0.003406873
0.003460773,0.00340229
0.003457058,0.003397719
0.003453332,0.003393161
0.003449595,0.003388615
0.003445845,0.003384081
0.003442083,0.003379561
0.003438309,0.003375052
0.003434523,0.003370557
0.003430723,0.003366075
0.003426911,0.003361606
0.003423085,0.003357149
0.003419247,0.003352706
0.003415395,0.003348276
0.00341153,0.003343859
0.003407651,0.003339456
0.003403758,0.003335066
0.003399852,0.003330689
0.003395932,0.003326326
0.003391998,0.003321977
0.00338805,0.00331764
0.003384088,0.003313318
0.003380112,0.003309009
0.003376121,0.003304713
0.003372117,0.003300432
0.003368099,0.003296164
0.003364066,0.003291909
0.00336002,0.003287668
0.003355959,0.003283441
0.003351884,0.003279227
0.003347795,0.003275027
0.003343692,0.003270841
0.003339576,0.003266668
0.003335445,0.003262508
0.003331301,0.003258363
0.003327143,0.00325423
0.003322971,0.003250111
0.003318786,0.003246006
0.003314587,0.003241913
0.003310376,0.003237834
0.003306151,0.003233769
0.003301913,0.003229716
0.003297662,0.003225677
0.003293399,0.00322165
0.003289123,0.003217637
0.003284835,0.003213637
0.003280535,0.003209649
0.003276223,0.003205674
0.003271899,0.003201712
0.003267564,0.003197763
0.003263217,0.003193825
0.003258859,0.003189901
0.00325449,0.003185989
0.003250111,0.003182088
0.003245721,0.0031782
0.003241321,0.003174325
0.003236911,0.003170461
0.003232492,0.003166608
0.003228063,0.003162768
0.003223625,0.003158939
0.003219178,0.003155122
0.003214722,0.003151316
0.003210258,0.003147521
0.003205786,0.003143738
0.003201307,0.003139965
0.00319682,0.003136203
0.003192326,0.003132453
0.003187825,0.003128712
0.003183317,0.003124983
0.003178803,0.003121263
0.003174283,0.003117555
0.003169758,0.003113856
0.003165228,0.003110167
0.003160692,0.003106488
0.003156152,0.003102819
0.003151607,0.00309916
0.003147059,0.00309551
0.003142507,0.003091869
0.003137951,0.003088238
0.003133393,0.003084615
0.003128832,0.003081002
0.003124268,0.003077398
0.003119703,0.003073802
0.003115135,0.003070215
0.003110567,0.003066636
0.003105997,0.003063066
0.003101427,0.003059504
0.003096856,0.003055949
0.003092285,0.003052403
0.003087715,0.003048865
0.003083145,0.003045334
0.003078576,0.003041811
0.003074009,0.003038295
0.003069443,0.003034786
0.003064879,0.003031285
0.003060317,0.003027791
0.003055758,0.003024303
0.003051201,0.003020823
0.003046648,0.003017349
0.003042098,0.003013881
0.003037552,0.00301042
0.00303301,0.003006965
0.003028473,0.003003517
0.00302394,0.003000074
0.003019412,0.002996638
0.00301489,0.002993207
0.003010373,0.002989782
0.003005862,0.002986363
0.003001357,0.002982949
0.002996859,0.002979541
0.002992367,0.002976138
0.002987883,0.00297274
0.002983405,0.002969348
0.002978935,0.00296596
0.002974473,0.002962577
0.002970019,0.0029592
0.002965573,0.002955826
0.002961135,0.002952458
0.002956706,0.002949094
0.002952287,0.002945735
0.002947876,0.00294238
0.002943475,0.00293903
0.002939083,0.002935683
0.002934701,0.002932341
0.002930329,0.002929003
0.002925968,0.00292567
0.002921617,0.00292234
0.002917276,0.002919014
0.002912947,0.002915692
0.002908628,0.002912373
0.00290432,0.002909059
0.002900024,0.002905748
0.002895739,0.002902441
0.002891466,0.002899137
0.002887205,0.002895837
0.002882955,0.00289254
0.002878718,0.002889247
0.002874493,0.002885957
0.00287028,0.002882671
0.002866079,0.002879388
0.002861891,0.002876108
0.002857716,0.002872831
0.002853553,0.002869558
0.002849404,0.002866288
0.002845267,0.002863021
0.002841143,0.002859757
0.002837032,0.002856497
0.002832935,0.002853239
0.002828851,0.002849985
0.00282478,0.002846734
0.002820722,0.002843485
0.002816678,0.00284024
0.002812647,0.002836998
0.00280863,0.002833759
0.002804626,0.002830523
0.002800635,0.00282729
0.002796659,0.00282406
0.002792695,0.002820833
0.002788746,0.00281761
0.00278481,0.002814389
0.002780887,0.002811171
0.002776978,0.002807957
0.002773083,0.002804745
0.002769201,0.002801537
0.002765333,0.002798332
0.002761478,0.00279513
0.002757636,0.002791931
0.002753808,0.002788735
0.002749994,0.002785542
0.002746193,0.002782353
0.002742405,0.002779167
0.00273863,0.002775984
0.002734868,0.002772805
0.00273112,0.002769628
0.002727384,0.002766456
0.002723662,0.002763286
0.002719952,0.00276012
0.002716255,0.002756958
0.002712571,0.002753799
0.0027089,0.002750643
0.002705241,0.002747491
0.002701595,0.002744343
0.002697961,0.002741198
0.002694339,0.002738057
0.00269073,0.00273492
0.002687132,0.002731786
0.002683547,0.002728657
0.002679973,0.002725531
0.002676411,0.002722409
0.002672861,0.002719291
0.002669322,0.002716177
0.002665795,0.002713067
0.002662278,0.002709961
0.002658773,0.002706859
0.002655279,0.002703762
0.002651796,0.002700668
0.002648324,0.002697579
0.002644863,0.002694495
0.002641411,0.002691414
0.002637971,0.002688338
0.00263454,0.002685267
0.00263112,0.0026822
0.00262771,0.002679138
0.002624309,0.00267608
0.002620918,0.002673027
0.002617537,0.002669978
0.002614165,0.002666935
0.002610803,0.002663896
0.00260745,0.002660862
0.002604105,0.002657833
0.00260077,0.002654809
0.002597443,0.00265179
0.002594125,0.002648776
0.002590816,0.002645767
0.002587515,0.002642763
0.002584222,0.002639765
0.002580937,0.002636772
0.002577661,0.002633784
0.002574392,0.002630801
0.002571131,0.002627824
0.002567877,0.002624852
0.002564631,0.002621886
0.002561392,0.002618925
0.00255816,0.00261597
0.002554936,0.00261302
0.002551718,0.002610076
0.002548507,0.002607138
0.002545303,0.002604206
0.002542106,0.002601279
0.002538915,0.002598358
0.00253573,0.002595443
0.002532552,0.002592534
0.002529379,0.002589631
0.002526213,0.002586733
0.002523053,0.002583842
0.002519899,0.002580957
0.00251675,0.002578078
0.002513607,0.002575204
0.002510469,0.002572337
0.002507337,0.002569477
0.00250421,0.002566622
0.002501089,0.002563773
0.002497973,0.002560931
0.002494861,0.002558095
0.002491755,0.002555265
0.002488654,0.002552442
0.002485557,0.002549625
0.002482466,0.002546814
0.002479379,0.00254401
0.002476296,0.002541212
0.002473218,0.00253842
0.002470145,0.002535635
0.002467076,0.002532856
0.002464012,0.002530084
0.002460951,0.002527318
0.002457895,0.002524558
0.002454844,0.002521805
0.002451796,0.002519059
0.002448753,0.002516319
0.002445713,0.002513585
0.002442678,0.002510859
0.002439646,0.002508138
0.002436619,0.002505424
0.002433595,0.002502717
0.002430576,0.002500016
0.00242756,0.002497321
0.002424548,0.002494633
0.00242154,0.002491952
0.002418536,0.002489277
0.002415535,0.002486609
0.002412538,0.002483947
0.002409545,0.002481291
0.002406556,0.002478642
0.00240357,0.002476
0.002400588,0.002473364
0.00239761,0.002470734
0.002394635,0.002468111
0.002391664,0.002465494
0.002388697,0.002462884
0.002385734,0.00246028
0.002382774,0.002457682
0.002379818,0.002455091
0.002376866,0.002452506
0.002373917,0.002449927
0.002370972,0.002447354
0.002368031,0.002444788
0.002365094,0.002442228
0.002362161,0.002439675
0.002359231,0.002437127
0.002356305,0.002434586
0.002353383,0.00243205
0.002350465,0.002429521
0.002347551,0.002426998
0.002344641,0.002424481
0.002341735,0.00242197
0.002338833,0.002419465
0.002335935,0.002416966
0.002333041,0.002414473
0.002330151,0.002411986
0.002327265,0.002409504
0.002324383,0.002407028
0.002321506,0.002404559
0.002318633,0.002402095
0.002315764,0.002399636
0.0023129,0.002397184
0.00231004,0.002394736
0.002307184,0.002392295
0.002304333,0.002389859
0.002301486,0.002387429
0.002298644,0.002385004
0.002295806,0.002382584
0.002292974,0.00238017
0.002290145,0.002377762
0.002287322,0.002375358
0.002284503,0.00237296
0.00228169,0.002370567
0.002278881,0.00236818
0.002276077,0.002365797
0.002273278,0.00236342
0.002270484,0.002361048
0.002267695,0.00235868
0.002264911,0.002356318
0.002262133,0.002353961
0.00225936,0.002351608
0.002256592,0.002349261
0.002253829,0.002346918
0.002251072,0.00234458
0.00224832,0.002342247
0.002245573,0.002339918
0.002242832,0.002337595
0.002240097,0.002335275
0.002237367,0.002332961
0.002234643,0.00233065
0.002231925,0.002328345
0.002229212,0.002326044
0.002226505,0.002323747
0.002223804,0.002321454
0.002221109,0.002319166
0.00221842,0.002316882
0.002215737,0.002314602
0.00221306,0.002312327
0.002210389,0.002310056
0.002207724,0.002307788
0.002205065,0.002305525
0.002202412,0.002303266
0.002199766,0.002301011
0.002197125,0.00229876
0.002194491,0.002296513
0.002191864,0.002294269
0.002189243,0.00229203
0.002186628,0.002289794
0.002184019,0.002287562
0.002181417,0.002285334
0.002178822,0.00228311
0.002176233,0.002280889
0.00217365,0.002278672
0.002171074,0.002276458
0.002168505,0.002274248
0.002165942,0.002272042
0.002163386,0.002269839
0.002160837,0.00226764
0.002158294,0.002265444
0.002155758,0.002263251
0.002153229,0.002261062
0.002150707,0.002258876
0.002148191,0.002256694
0.002145682,0.002254514
0.00214318,0.002252338
0.002140685,0.002250166
0.002138196,0.002247996
0.002135715,0.00224583
0.00213324,0.002243667
0.002130772,0.002241507
0.002128311,0.00223935
0.002125857,0.002237196
0.002123409,0.002235046
0.002120969,0.002232898
0.002118535,0.002230754
0.002116109,0.002228612
0.002113689,0.002226474
0.002111276,0.002224338
0.00210887,0.002222206
0.002106471,0.002220076
0.002104078,0.002217949
0.002101693,0.002215826
0.002099314,0.002213705
0.002096942,0.002211587
0.002094577,0.002209472
0.002092219,0.00220736
0.002089868,0.00220525
0.002087523,0.002203144
0.002085186,0.00220104
0.002082855,0.002198939
0.00208053,0.002196841
0.002078213,0.002194746
0.002075902,0.002192653
0.002073598,0.002190564
0.0020713,0.002188477
0.00206901,0.002186393
0.002066725,0.002184311
0.002064448,0.002182233
0.002062177,0.002180157
0.002059912,0.002178084
0.002057654,0.002176013
0.002055403,0.002173946
0.002053158,0.002171881
0.002050919,0.002169819
0.002048687,0.002167759
0.002046461,0.002165703
0.002044242,0.002163649
0.002042029,0.002161598
0.002039822,0.002159549
0.002037621,0.002157504
0.002035427,0.002155461
0.002033239,0.00215342
0.002031057,0.002151383
0.002028881,0.002149348
0.002026711,0.002147316
0.002024547,0.002145287
0.002022389,0.002143261
0.002020237,0.002141237
0.002018091,0.002139216
0.002015951,0.002137198
0.002013817,0.002135182
0.002011688,0.00213317
0.002009565,0.00213116
0.002007448,0.002129153
0.002005337,0.002127149
0.002003231,0.002125147
0.002001131,0.002123149
0.001999036,0.002121153
0.001996947,0.00211916
0.001994863,0.00211717
0.001992785,0.002115183
0.001990712,0.002113199
0.001988644,0.002111217
0.001986582,0.002109239
0.001984525,0.002107263
0.001982473,0.00210529
0.001980426,0.002103321
0.001978384,0.002101354
0.001976347,0.00209939
0.001974316,0.002097429
0.001972289,0.002095471
0.001970267,0.002093515
0.00196825,0.002091563
0.001966238,0.002089614
0.001964231,0.002087668
0.001962229,0.002085725
0.001960231,0.002083785
0.001958238,0.002081848
0.001956249,0.002079914
0.001954265,0.002077982
0.001952286,0.002076055
0.001950311,0.00207413
0.001948341,0.002072208
0.001946375,0.002070289
0.001944413,0.002068373
0.001942456,0.002066461
0.001940503,0.002064552
0.001938554,0.002062645
0.001936609,0.002060742
0.001934669,0.002058842
0.001932733,0.002056945
0.001930801,0.002055052
0.001928873,0.002053161
0.001926949,0.002051274
0.001925028,0.00204939
0.001923112,0.002047509
0.0019212,0.002045632
0.001919292,0.002043757
0.001917387,0.002041886
0.001915487,0.002040018
0.00191359,0.002038154
0.001911697,0.002036292
0.001909807,0.002034434
0.001907922,0.002032579
0.001906039,0.002030728
0.001904161,0.002028879
0.001902286,0.002027034
0.001900415,0.002025193
0.001898547,0.002023354
0.001896683,0.002021519
0.001894822,0.002019688
0.001892964,0.002017859
0.00189111,0.002016034
0.00188926,0.002014212
0.001887413,0.002012394
0.001885569,0.002010579
0.001883728,0.002008767
0.001881891,0.002006959
0.001880057,0.002005154
0.001878226,0.002003352
0.001876399,0.002001554
0.001874575,0.001999759
0.001872754,0.001997968
0.001870936,0.00199618
0.001869121,0.001994395
0.001867309,0.001992613
0.001865501,0.001990835
0.001863696,0.001989061
0.001861893,0.001987289
0.001860094,0.001985521
0.001858298,0.001983757
0.001856505,0.001981996
0.001854715,0.001980238
0.001852927,0.001978483
0.001851143,0.001976732
0.001849362,0.001974984
0.001847584,0.00197324
0.001845809,0.001971499
0.001844036,0.001969761
0.001842267,0.001968027
0.001840501,0.001966296
0.001838737,0.001964568
0.001836977,0.001962844
0.001835219,0.001961123
0.001833464,0.001959405
0.001831712,0.00195769
0.001829963,0.001955979
0.001828217,0.001954272
0.001826474,0.001952567
0.001824734,0.001950866
0.001822996,0.001949168
0.001821262,0.001947473
0.00181953,0.001945782
0.001817801,0.001944093
0.001816075,0.001942408
0.001814351,0.001940727
0.001812631,0.001939048
0.001810913,0.001937373
0.001809199,0.001935701
0.001807487,0.001934032
0.001805778,0.001932366
0.001804072,0.001930704
0.001802368,0.001929044
0.001800668,0.001927388
0.00179897,0.001925735
0.001797275,0.001924085
0.001795583,0.001922438
0.001793894,0.001920794
0.001792208,0.001919153
0.001790524,0.001917516
0.001788843,0.001915881
0.001787166,0.00191425
0.001785491,0.001912621
0.001783819,0.001910996
0.001782149,0.001909373
0.001780483,0.001907754
0.001778819,0.001906137
0.001777159,0.001904524
0.001775501,0.001902913
0.001773846,0.001901306
0.001772194,0.001899701
0.001770545,0.001898099
0.001768899,0.0018965
0.001767256,0.001894904
0.001765615,0.001893311
0.001763978,0.001891721
0.001762343,0.001890133
0.001760711,0.001888549
0.001759082,0.001886967
0.001757456,0.001885388
0.001755834,0.001883811
0.001754214,0.001882238
0.001752596,0.001880667
0.001750982,0.001879099
0.001749371,0.001877533
0.001747763,0.00187597
0.001746157,0.00187441
0.001744555,0.001872853
0.001742956,0.001871298
0.001741359,0.001869746
0.001739766,0.001868197
0.001738175,0.00186665
0.001736588,0.001865105
0.001735003,0.001863563
0.001733422,0.001862024
0.001731843,0.001860487
0.001730268,0.001858953
0.001728695,0.001857422
0.001727126,0.001855892
0.001725559,0.001854366
0.001723995,0.001852841
0.001722435,0.001851319
0.001720877,0.0018498
0.001719323,0.001848283
0.001717771,0.001846768
0.001716223,0.001845256
0.001714678,0.001843746
0.001713135,0.001842239
0.001711596,0.001840733
0.001710059,0.001839231
0.001708526,0.00183773
0.001706996,0.001836232
0.001705469,0.001834736
0.001703944,0.001833242
0.001702423,0.00183175
0.001700905,0.001830261
0.00169939,0.001828774
0.001697878,0.001827289
0.001696369,0.001825807
0.001694863,0.001824326
0.00169336,0.001822848
0.00169186,0.001821372
0.001690363,0.001819898
0.001688869,0.001818426
0.001687379,0.001816956
0.001685891,0.001815488
0.001684406,0.001814023
0.001682924,0.001812559
0.001681446,0.001811098
0.00167997,0.001809639
0.001678497,0.001808182
0.001677028,0.001806726
0.001675561,0.001805273
0.001674097,0.001803822
0.001672637,0.001802373
0.001671179,0.001800926
0.001669724,0.001799481
0.001668273,0.001798038
0.001666824,0.001796596
0.001665378,0.001795157
0.001663936,0.00179372
0.001662496,0.001792285
